substance_a_id,substance_b_id,pair_key,origin,interaction_code,interaction_label,risk_scale,summary,confidence,mechanism,mechanism_category,timing,evidence_gaps,evidence_tier,field_notes,sources,source_refs,source_fingerprint
tobacco_rape,lithium,lithium|tobacco_rape,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tobacco_rape,lamotrigine,lamotrigine|tobacco_rape,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tobacco_rape,ketamine,ketamine|tobacco_rape,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tobacco_rape,clonidine_guanfacine,clonidine_guanfacine|tobacco_rape,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
tobacco_rape,beta_blockers_ccb,beta_blockers_ccb|tobacco_rape,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,cannabis,cannabis|cannabis,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
cannabis,alcohol,alcohol|cannabis,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,ssri,cannabis|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,snri,cannabis|snri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,tricyclic_ad,cannabis|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,maoi_pharma,cannabis|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,atypical_ad,atypical_ad|cannabis,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,ndri_bupropion,cannabis|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,amphetamine_stims,amphetamine_stims|cannabis,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,methylphenidate,cannabis|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,cocaine,cannabis|cocaine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,mdma_2cx_dox_nbome,cannabis|mdma_2cx_dox_nbome,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,serotonergic_opioids,cannabis|serotonergic_opioids,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,antipsychotics,antipsychotics|cannabis,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,antihypertensives,antihypertensives|cannabis,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,benzodiazepines,benzodiazepines|cannabis,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,lithium,cannabis|lithium,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,lamotrigine,cannabis|lamotrigine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,ketamine,cannabis|ketamine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,clonidine_guanfacine,cannabis|clonidine_guanfacine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
cannabis,beta_blockers_ccb,beta_blockers_ccb|cannabis,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,alcohol,alcohol|alcohol,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
alcohol,ssri,alcohol|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,snri,alcohol|snri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,tricyclic_ad,alcohol|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,maoi_pharma,alcohol|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,atypical_ad,alcohol|atypical_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,ndri_bupropion,alcohol|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,amphetamine_stims,alcohol|amphetamine_stims,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,methylphenidate,alcohol|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,cocaine,alcohol|cocaine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,mdma_2cx_dox_nbome,alcohol|mdma_2cx_dox_nbome,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,serotonergic_opioids,alcohol|serotonergic_opioids,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,antipsychotics,alcohol|antipsychotics,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,antihypertensives,alcohol|antihypertensives,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,benzodiazepines,alcohol|benzodiazepines,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,lithium,alcohol|lithium,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,lamotrigine,alcohol|lamotrigine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,ketamine,alcohol|ketamine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,clonidine_guanfacine,alcohol|clonidine_guanfacine,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
alcohol,beta_blockers_ccb,alcohol|beta_blockers_ccb,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,ssri,ssri|ssri,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
ssri,snri,snri|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,tricyclic_ad,ssri|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,maoi_pharma,maoi_pharma|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,atypical_ad,atypical_ad|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,ndri_bupropion,ndri_bupropion|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,amphetamine_stims,amphetamine_stims|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,methylphenidate,methylphenidate|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,cocaine,cocaine|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,mdma_2cx_dox_nbome,mdma_2cx_dox_nbome|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,serotonergic_opioids,serotonergic_opioids|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,antipsychotics,antipsychotics|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,antihypertensives,antihypertensives|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,benzodiazepines,benzodiazepines|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,lithium,lithium|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,lamotrigine,lamotrigine|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,ketamine,ketamine|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,clonidine_guanfacine,clonidine_guanfacine|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
ssri,beta_blockers_ccb,beta_blockers_ccb|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
snri,snri,snri|snri,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
